Close/Last,Open,High,Low,Year,Month,Day,Quarter
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,12,16,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,12,15,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,12,14,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,12,13,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,12,10,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,12,9,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,12,8,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,12,7,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,12,6,4
4520.66625,4532.4662499999995,4542.635,4495.12,2021,12,3,4
4520.66625,4504.73,4542.635,4500.9475,2021,12,2,4
4513.04,4532.4662499999995,4542.635,4500.9475,2021,12,1,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,30,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,29,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,26,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,24,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,23,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,22,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,19,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,18,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,17,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,16,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,15,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,12,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,11,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,10,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,9,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,8,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,5,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,4,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,3,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,2,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,11,1,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,10,29,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,10,28,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,10,27,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,10,26,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,10,25,4
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,10,22,4
4520.66625,4532.24,4542.635,4500.9475,2021,10,21,4
4520.66625,4524.42,4540.87,4500.9475,2021,10,20,4
4519.63,4497.34,4520.4,4496.41,2021,10,19,4
4486.46,4463.72,4488.75,4447.47,2021,10,18,4
4471.37,4447.69,4475.82,4447.69,2021,10,15,4
4438.26,4386.75,4439.73,4386.75,2021,10,14,4
4363.8,4358.01,4372.87,4329.92,2021,10,13,4
4350.65,4368.31,4374.89,4342.09,2021,10,12,4
4361.19,4385.44,4415.88,4360.59,2021,10,11,4
4391.34,4406.51,4412.02,4386.22,2021,10,8,4
4399.76,4383.73,4429.97,4383.73,2021,10,7,4
4363.55,4319.57,4365.57,4290.49,2021,10,6,4
4345.72,4309.87,4369.23,4309.87,2021,10,5,4
4300.46,4348.84,4355.51,4278.94,2021,10,4,4
4357.04,4317.16,4375.19,4288.52,2021,10,1,4
4307.54,4370.67,4382.55,4306.24,2021,9,30,3
4359.46,4362.41,4385.57,4355.08,2021,9,29,3
4352.63,4419.54,4419.54,4346.33,2021,9,28,3
4443.11,4442.12,4457.3,4436.19,2021,9,27,3
4455.48,4438.04,4463.12,4430.27,2021,9,24,3
4448.98,4406.75,4465.4,4406.75,2021,9,23,3
4395.64,4367.43,4416.75,4367.43,2021,9,22,3
4354.19,4374.45,4394.87,4347.96,2021,9,21,3
4357.73,4402.95,4402.95,4305.91,2021,9,20,3
4432.99,4469.74,4471.52,4427.76,2021,9,17,3
4473.75,4477.09,4485.87,4443.8,2021,9,16,3
4480.7,4447.49,4486.87,4438.37,2021,9,15,3
4443.05,4479.33,4485.68,4435.46,2021,9,14,3
4468.73,4474.81,4492.99,4445.7,2021,9,13,3
4458.58,4506.92,4520.47,4457.66,2021,9,10,3
4493.28,4513.02,4529.9,4492.07,2021,9,9,3
4514.07,4518.09,4521.79,4493.95,2021,9,8,3
4520.03,4532.4662499999995,4535.38,4500.9475,2021,9,7,3
4520.66625,4532.42,4541.45,4500.9475,2021,9,3,3
4520.66625,4532.4662499999995,4542.635,4500.9475,2021,9,2,3
4520.66625,4528.8,4537.11,4500.9475,2021,9,1,3
4520.66625,4529.75,4531.39,4500.9475,2021,8,31,3
4520.66625,4513.76,4537.36,4500.9475,2021,8,30,3
4509.37,4474.1,4513.33,4474.1,2021,8,27,3
4470.0,4493.75,4495.9,4468.99,2021,8,26,3
4496.19,4490.45,4501.71,4485.66,2021,8,25,3
4486.23,4484.4,4492.81,4482.28,2021,8,24,3
4479.53,4450.29,4489.88,4450.29,2021,8,23,3
4441.67,4410.56,4444.35,4406.8,2021,8,20,3
4405.8,4382.44,4418.61,4367.73,2021,8,19,3
4400.27,4440.94,4454.32,4397.59,2021,8,18,3
4448.08,4462.12,4462.12,4417.83,2021,8,17,3
4479.71,4461.65,4480.26,4437.66,2021,8,16,3
4468.0,4464.84,4468.37,4460.82,2021,8,13,3
4460.83,4446.08,4461.77,4435.96,2021,8,12,3
4447.7,4442.18,4449.44,4436.42,2021,8,11,3
4436.75,4435.79,4445.21,4430.03,2021,8,10,3
4432.35,4437.77,4439.39,4424.74,2021,8,9,3
4436.52,4429.07,4440.82,4429.07,2021,8,6,3
4429.1,4408.86,4429.76,4408.86,2021,8,5,3
4402.66,4415.95,4416.17,4400.23,2021,8,4,3
4423.15,4392.74,4423.79,4373.0,2021,8,3,3
4387.16,4406.86,4422.18,4384.81,2021,8,2,3
4395.26,4395.12,4412.25,4389.65,2021,7,30,3
4419.15,4403.59,4429.97,4403.59,2021,7,29,3
4400.64,4402.95,4415.47,4387.01,2021,7,28,3
4401.46,4416.38,4416.38,4372.51,2021,7,27,3
4422.3,4409.58,4422.73,4405.45,2021,7,26,3
4411.79,4381.2,4415.18,4381.2,2021,7,23,3
4367.48,4361.27,4369.87,4350.06,2021,7,22,3
4358.69,4331.13,4359.7,4331.13,2021,7,21,3
4323.06,4265.11,4336.84,4262.05,2021,7,20,3
4258.49,4296.4,4296.4,4233.13,2021,7,19,3
4327.16,4367.43,4375.09,4322.53,2021,7,16,3
4360.03,4369.02,4369.02,4340.7,2021,7,15,3
4374.3,4380.11,4393.68,4362.36,2021,7,14,3
4369.21,4381.07,4392.37,4366.92,2021,7,13,3
4384.63,4372.41,4386.68,4364.03,2021,7,12,3
4369.55,4329.38,4371.6,4329.38,2021,7,9,3
4320.82,4321.07,4330.88,4289.37,2021,7,8,3
4358.13,4351.01,4361.88,4329.79,2021,7,7,3
4343.54,4356.46,4356.46,4314.37,2021,7,6,3
4352.34,4326.6,4355.43,4326.6,2021,7,2,3
4319.94,4300.73,4320.66,4300.73,2021,7,1,3
4297.5,4290.65,4302.43,4287.96,2021,6,30,2
4291.8,4293.21,4300.52,4287.04,2021,6,29,2
4290.61,4284.9,4292.14,4274.67,2021,6,28,2
4280.7,4274.45,4286.12,4271.16,2021,6,25,2
4266.49,4256.97,4271.28,4256.97,2021,6,24,2
4241.84,4249.27,4256.6,4241.43,2021,6,23,2
4246.44,4224.61,4255.84,4217.27,2021,6,22,2
4224.79,4173.4,4226.24,4173.4,2021,6,21,2
4166.45,4204.78,4204.78,4164.4,2021,6,18,2
4221.86,4220.37,4232.29,4196.05,2021,6,17,2
4223.7,4248.87,4251.89,4202.45,2021,6,16,2
4246.59,4255.28,4257.16,4238.35,2021,6,15,2
4255.15,4248.31,4255.59,4234.07,2021,6,14,2
4247.44,4242.9,4248.38,4232.25,2021,6,11,2
4239.18,4228.56,4249.74,4220.34,2021,6,10,2
4219.55,4232.99,4237.09,4218.74,2021,6,9,2
4227.26,4233.81,4236.74,4208.41,2021,6,8,2
4226.52,4229.34,4232.34,4215.66,2021,6,7,2
4229.89,4206.05,4233.45,4206.05,2021,6,4,2
4192.85,4191.43,4204.39,4167.93,2021,6,3,2
4208.12,4206.82,4217.37,4198.27,2021,6,2,2
4202.04,4216.52,4234.12,4197.59,2021,6,1,2
4204.11,4210.77,4218.36,4203.57,2021,5,28,2
4200.88,4201.94,4213.38,4197.78,2021,5,27,2
4195.99,4191.59,4202.61,4184.11,2021,5,26,2
4188.13,4205.94,4213.42,4182.52,2021,5,25,2
4197.05,4170.16,4209.52,4170.16,2021,5,24,2
4155.86,4168.61,4188.72,4151.72,2021,5,21,2
4159.12,4121.97,4172.8,4121.97,2021,5,20,2
4115.68,4098.45,4116.93,4061.41,2021,5,19,2
4127.83,4165.94,4169.15,4125.99,2021,5,18,2
4163.29,4169.92,4171.92,4142.69,2021,5,17,2
4173.85,4129.58,4183.13,4129.58,2021,5,14,2
4112.5,4074.99,4131.58,4074.99,2021,5,13,2
4063.04,4130.55,4134.73,4056.88,2021,5,12,2
4152.1,4150.34,4162.04,4111.53,2021,5,11,2
4188.43,4228.29,4236.39,4188.13,2021,5,10,2
4232.6,4210.34,4238.04,4201.64,2021,5,7,2
4201.62,4169.14,4202.7,4147.33,2021,5,6,2
4167.59,4177.06,4187.72,4160.94,2021,5,5,2
4164.66,4179.04,4179.04,4128.59,2021,5,4,2
4192.66,4191.98,4209.39,4188.03,2021,5,3,2
4181.17,4198.1,4198.1,4174.85,2021,4,30,2
4211.47,4206.14,4218.78,4176.81,2021,4,29,2
4183.18,4185.14,4201.53,4181.78,2021,4,28,2
4186.72,4188.25,4193.35,4176.22,2021,4,27,2
4187.62,4185.03,4194.19,4182.36,2021,4,26,2
4180.17,4138.78,4194.17,4138.78,2021,4,23,2
4134.98,4170.46,4179.57,4123.69,2021,4,22,2
4173.42,4128.42,4175.02,4126.35,2021,4,21,2
4134.94,4159.18,4159.18,4118.38,2021,4,20,2
4163.26,4179.8,4180.81,4150.47,2021,4,19,2
4185.47,4174.14,4191.31,4170.75,2021,4,16,2
4170.42,4139.76,4173.49,4139.76,2021,4,15,2
4124.66,4143.25,4151.69,4120.87,2021,4,14,2
4141.59,4130.1,4148.0,4124.43,2021,4,13,2
4127.99,4124.71,4131.76,4114.82,2021,4,12,2
4128.8,4096.11,4129.48,4095.51,2021,4,9,2
4097.17,4089.95,4098.19,4082.54,2021,4,8,2
4079.95,4074.29,4083.13,4068.31,2021,4,7,2
4073.94,4075.57,4086.23,4068.14,2021,4,6,2
4077.91,4034.44,4083.42,4034.44,2021,4,5,2
4019.87,3992.78,4020.63,3992.78,2021,4,1,2
3972.89,3967.25,3994.41,3966.98,2021,3,31,1
3958.55,3963.34,3968.01,3944.35,2021,3,30,1
3971.09,3969.31,3981.83,3943.25,2021,3,29,1
3974.54,3917.12,3978.19,3917.12,2021,3,26,1
3909.52,3879.34,3919.54,3853.5,2021,3,25,1
3889.14,3919.93,3942.08,3889.07,2021,3,24,1
3910.52,3937.6,3949.13,3901.57,2021,3,23,1
3940.59,3916.48,3955.31,3914.16,2021,3,22,1
3913.1,3913.14,3930.12,3886.75,2021,3,19,1
3915.46,3953.5,3969.62,3910.86,2021,3,18,1
3974.12,3949.57,3983.87,3935.74,2021,3,17,1
3962.71,3973.59,3981.04,3953.44,2021,3,16,1
3968.94,3942.96,3970.08,3923.54,2021,3,15,1
3943.34,3924.52,3944.99,3915.21,2021,3,12,1
3939.34,3915.54,3960.27,3915.54,2021,3,11,1
3898.81,3891.99,3917.35,3885.73,2021,3,10,1
3875.44,3851.93,3903.76,3851.93,2021,3,9,1
3821.35,3844.39,3881.06,3819.25,2021,3,8,1
3841.94,3793.58,3851.69,3730.19,2021,3,5,1
3768.47,3818.53,3843.67,3723.34,2021,3,4,1
3819.72,3863.99,3874.47,3818.86,2021,3,3,1
3870.29,3903.64,3906.41,3868.57,2021,3,2,1
3901.82,3842.51,3914.5,3842.51,2021,3,1,1
3811.15,3839.66,3861.08,3789.54,2021,2,26,1
3829.34,3915.8,3925.02,3814.04,2021,2,25,1
3925.43,3873.71,3928.65,3859.6,2021,2,24,1
3881.37,3857.07,3895.98,3805.59,2021,2,23,1
3876.5,3885.55,3902.92,3874.71,2021,2,22,1
3906.71,3921.16,3930.41,3903.07,2021,2,19,1
3913.97,3915.86,3921.98,3885.03,2021,2,18,1
3931.33,3918.5,3933.61,3900.43,2021,2,17,1
3932.59,3939.61,3950.43,3923.85,2021,2,16,1
3934.83,3911.65,3937.23,3905.78,2021,2,12,1
3916.38,3916.4,3925.99,3890.39,2021,2,11,1
3909.88,3920.78,3931.5,3884.94,2021,2,10,1
3911.23,3910.49,3918.35,3902.64,2021,2,9,1
3915.59,3892.59,3915.77,3892.59,2021,2,8,1
3886.83,3878.3,3894.56,3874.93,2021,2,5,1
3871.74,3836.66,3872.42,3836.66,2021,2,4,1
3830.17,3840.27,3847.51,3816.68,2021,2,3,1
3826.31,3791.84,3843.09,3791.84,2021,2,2,1
3773.86,3731.17,3784.32,3725.62,2021,2,1,1
3714.24,3778.05,3778.05,3694.12,2021,1,29,1
3787.38,3755.75,3830.5,3755.75,2021,1,28,1
3750.77,3836.83,3836.83,3732.48,2021,1,27,1
3849.62,3862.96,3870.9,3847.78,2021,1,26,1
3855.36,3851.68,3859.23,3797.16,2021,1,25,1
3841.47,3844.24,3852.31,3830.41,2021,1,22,1
3853.07,3857.46,3861.45,3845.05,2021,1,21,1
3851.85,3816.22,3859.75,3816.22,2021,1,20,1
3798.91,3781.88,3804.53,3780.37,2021,1,19,1
3768.25,3788.73,3788.73,3749.62,2021,1,15,1
3795.54,3814.98,3823.6,3792.86,2021,1,14,1
3809.84,3802.23,3820.96,3791.5,2021,1,13,1
3801.19,3801.62,3810.78,3776.51,2021,1,12,1
3799.61,3803.14,3817.86,3789.02,2021,1,11,1
3824.68,3815.05,3826.69,3783.6,2021,1,8,1
3803.79,3764.71,3811.55,3764.71,2021,1,7,1
3748.14,3712.2,3783.04,3705.34,2021,1,6,1
3726.86,3698.02,3737.83,3695.07,2021,1,5,1
3700.65,3764.61,3769.99,3662.71,2021,1,4,1
3756.07,3733.27,3760.2,3726.88,2020,12,31,4
3732.04,3736.19,3744.63,3730.21,2020,12,30,4
3727.04,3750.01,3756.12,3723.31,2020,12,29,4
3735.36,3723.03,3740.51,3723.03,2020,12,28,4
3703.06,3694.03,3703.82,3689.32,2020,12,24,4
3690.01,3693.42,3711.24,3689.28,2020,12,23,4
3687.26,3698.08,3698.26,3676.16,2020,12,22,4
3694.92,3684.28,3702.9,3636.48,2020,12,21,4
3709.41,3722.39,3726.7,3685.84,2020,12,18,4
3722.48,3713.65,3725.12,3710.87,2020,12,17,4
3701.17,3696.25,3711.27,3688.57,2020,12,16,4
3694.62,3666.41,3695.29,3659.62,2020,12,15,4
3647.49,3675.27,3697.61,3645.84,2020,12,14,4
3663.46,3656.08,3665.91,3633.4,2020,12,11,4
3668.1,3659.13,3678.49,3645.18,2020,12,10,4
3672.82,3705.98,3712.39,3660.54,2020,12,9,4
3702.25,3683.05,3708.45,3678.83,2020,12,8,4
3691.96,3694.73,3697.41,3678.88,2020,12,7,4
3699.12,3670.94,3699.2,3670.94,2020,12,4,4
3666.72,3668.28,3682.73,3657.17,2020,12,3,4
3669.01,3653.78,3670.96,3644.84,2020,12,2,4
3662.45,3645.87,3678.45,3645.87,2020,12,1,4
3621.63,3634.18,3634.18,3594.39,2020,11,30,4
3638.35,3638.55,3644.31,3629.33,2020,11,27,4
3629.65,3635.5,3635.5,3617.76,2020,11,25,4
3635.41,3594.52,3642.31,3594.52,2020,11,24,4
3577.59,3566.82,3589.81,3552.77,2020,11,23,4
3557.54,3579.31,3581.23,3556.85,2020,11,20,4
3581.87,3559.41,3585.22,3543.84,2020,11,19,4
3567.79,3612.09,3619.09,3567.33,2020,11,18,4
3609.53,3610.31,3623.11,3588.68,2020,11,17,4
3626.91,3600.16,3628.51,3600.16,2020,11,16,4
3585.15,3552.57,3593.66,3552.57,2020,11,13,4
3537.01,3562.67,3569.02,3518.58,2020,11,12,4
3572.66,3563.22,3581.16,3557.0,2020,11,11,4
3545.53,3543.26,3557.22,3511.91,2020,11,10,4
3550.5,3583.04,3645.99,3547.48,2020,11,9,4
3509.44,3508.34,3521.58,3484.34,2020,11,6,4
3510.45,3485.74,3529.05,3485.74,2020,11,5,4
3443.44,3406.46,3486.25,3405.17,2020,11,4,4
3369.02,3336.25,3389.49,3336.25,2020,11,3,4
3310.24,3296.2,3330.14,3279.74,2020,11,2,4
3269.96,3293.59,3304.93,3233.94,2020,10,30,4
3310.11,3277.17,3341.05,3259.82,2020,10,29,4
3271.03,3342.48,3342.48,3268.89,2020,10,28,4
3390.68,3403.15,3409.51,3388.71,2020,10,27,4
3400.97,3441.42,3441.42,3364.86,2020,10,26,4
3465.39,3464.9,3466.46,3440.45,2020,10,23,4
3453.49,3438.5,3460.53,3415.34,2020,10,22,4
3435.56,3439.91,3464.86,3433.06,2020,10,21,4
3443.12,3439.38,3476.93,3435.65,2020,10,20,4
3426.92,3493.66,3502.42,3419.93,2020,10,19,4
3483.81,3493.5,3515.76,3480.45,2020,10,16,4
3483.34,3453.72,3489.08,3440.89,2020,10,15,4
3488.67,3515.47,3527.94,3480.55,2020,10,14,4
3511.93,3534.01,3534.01,3500.86,2020,10,13,4
3534.22,3500.02,3549.85,3499.61,2020,10,12,4
3477.13,3459.67,3482.34,3458.07,2020,10,9,4
3446.83,3434.28,3447.28,3428.15,2020,10,8,4
3419.45,3384.56,3426.26,3384.56,2020,10,7,4
3360.95,3408.74,3431.56,3354.54,2020,10,6,4
3408.63,3367.27,3409.57,3367.27,2020,10,5,4
3348.44,3338.94,3369.1,3323.69,2020,10,2,4
3380.8,3385.87,3397.18,3361.39,2020,10,1,4
3363.0,3341.21,3393.56,3340.47,2020,9,30,3
3335.47,3350.92,3357.92,3327.54,2020,9,29,3
3351.6,3333.9,3360.74,3332.91,2020,9,28,3
3298.46,3236.66,3306.88,3228.44,2020,9,25,3
3246.59,3226.14,3278.7,3209.45,2020,9,24,3
3236.92,3320.11,3323.35,3232.57,2020,9,23,3
3315.57,3295.75,3320.31,3270.95,2020,9,22,3
3281.06,3285.57,3285.57,3229.1,2020,9,21,3
3319.47,3357.38,3362.27,3292.4,2020,9,18,3
3357.01,3346.86,3375.17,3328.82,2020,9,17,3
3385.49,3411.23,3428.92,3384.45,2020,9,16,3
3401.2,3407.73,3419.48,3389.25,2020,9,15,3
3383.54,3363.56,3402.93,3363.56,2020,9,14,3
3340.97,3352.7,3368.95,3310.47,2020,9,11,3
3339.19,3412.56,3425.55,3329.25,2020,9,10,3
3398.96,3369.82,3424.77,3366.84,2020,9,9,3
3331.84,3371.88,3379.97,3329.27,2020,9,8,3
3426.96,3453.6,3479.15,3349.63,2020,9,4,3
3455.06,3564.74,3564.85,3427.41,2020,9,3,3
3580.84,3543.76,3588.11,3535.23,2020,9,2,3
3526.65,3507.44,3528.03,3494.6,2020,9,1,3
3500.31,3509.73,3514.77,3493.25,2020,8,31,3
3508.01,3494.69,3509.23,3484.32,2020,8,28,3
3484.55,3485.14,3501.38,3468.35,2020,8,27,3
3478.73,3449.97,3481.07,3444.15,2020,8,26,3
3443.62,3435.95,3444.21,3425.84,2020,8,25,3
3431.28,3418.09,3432.09,3413.13,2020,8,24,3
3397.16,3386.01,3399.96,3379.31,2020,8,21,3
3385.51,3360.48,3390.8,3354.69,2020,8,20,3
